index,Ngram,Year_Added,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
sh2004005618,protestant men,2004,5.6256637143842214e-09,5.344038091215086e-09,5.247777574759101e-09,5.031183954570409e-09,4.780095967858524e-09,4.702466953530683e-09,4.657595591943992e-09,4.30344525788527e-09,4.493898578658165e-09,4.712877700695823e-09,4.998828582220799e-09,5.290222333610904e-09,5.556947349692555e-09,6.033986681835968e-09,6.302752810732099e-09,6.6100754671426045e-09,6.798445529250717e-09,7.129115649008786e-09,7.4238714640026015e-09,7.890210133072132e-09,7.998116765610208e-09,8.584613582496292e-09,8.909691794860882e-09,9.477280373180819e-09,9.83634510797114e-09,1.0054401982115665e-08,1.126624814026018e-08,1.205346904727321e-08,1.2107462546924661e-08,1.2456765236871859e-08,1.3057025049956998e-08,1.3563014574542139e-08,1.4184690798930383e-08,1.3416929374058092e-08,1.2813237873994719e-08,1.3543843745927083e-08,1.328969383151968e-08,1.3436661911586654e-08,1.3846483308643004e-08,1.3861838814696205e-08,1.4272287786629541e-08,1.5427394874982318e-08,1.5181668156247618e-08,1.5396558189594607e-08,1.4772138863329763e-08,1.4405478867644353e-08,1.4350041566829619e-08,1.4108796473136231e-08
sh2004006799,homeless men,2004,4.9344944548848635e-08,4.835239671707737e-08,4.797019733983794e-08,4.62847205205476e-08,4.293404638953748e-08,4.3578978922015343e-08,4.898665116356045e-08,5.0345960233626e-08,5.451400995149355e-08,5.997795355065188e-08,6.798123298466995e-08,7.758602709947993e-08,8.675894896154852e-08,9.40536654788929e-08,1.0234915350158603e-07,1.0934936427770784e-07,1.1662390400227604e-07,1.2367710268511898e-07,1.26902302451104e-07,1.2988773320292216e-07,1.3144999580395294e-07,1.3455333576594436e-07,1.411909523691254e-07,1.4548716358428075e-07,1.5030651275500994e-07,1.551808392728187e-07,1.6520216259557905e-07,1.7570762485561287e-07,1.834096237405111e-07,1.911637589514197e-07,2.0334503746606757e-07,2.171266599600747e-07,2.3675007283835025e-07,2.556760350682998e-07,2.6781047284530974e-07,2.826330346462902e-07,3.0219062189142707e-07,3.164707275593196e-07,3.296344470904036e-07,3.393899497297427e-07,3.409816856583219e-07,3.521824233448735e-07,3.5687862134578524e-07,3.4952385415269937e-07,3.4569334365412513e-07,3.426555601308834e-07,3.366650402597538e-07,3.340248334714885e-07
sh2004009893,male pregnancy,2004,5.5520056694430275e-09,5.393002090736677e-09,4.803571171616931e-09,4.4798471767510635e-09,4.510054237809908e-09,3.33309146205837e-09,2.8180870152319917e-09,2.9450024437953956e-09,3.218315538174231e-09,3.825952468529602e-09,4.183414381773799e-09,4.4717575267694265e-09,4.573704606020134e-09,4.798177001552606e-09,4.906546971296586e-09,4.472771168321074e-09,4.110999845600784e-09,3.78242808254936e-09,3.6323995175811613e-09,3.928163872057061e-09,4.289130418888565e-09,4.266908036224379e-09,4.378598349968105e-09,4.5101039857141164e-09,4.6882909850958536e-09,4.812056185565001e-09,4.873789695733885e-09,5.527248492727597e-09,6.49391607848715e-09,6.616571765681392e-09,6.7067559135293645e-09,6.921875938001706e-09,7.444453609613464e-09,7.432567927690663e-09,8.748385109094307e-09,8.89833640898325e-09,9.359065158777633e-09,9.619492251367047e-09,1.015977940765118e-08,9.962283317732634e-09,1.1224261538069134e-08,9.563783993915555e-09,8.696784996518682e-09,8.342824095254806e-09,9.350644545364733e-09,9.363269716280062e-09,9.672930312287774e-09,8.556926986424962e-09
sh2004010431,grief in men,2005,1.4437073932171973e-11,2.9859138286902896e-10,3.903313025808523e-10,5.512225581736998e-10,6.392589855281588e-10,6.310092289954891e-10,6.310092289954891e-10,6.38538996479619e-10,4.335091938201252e-10,3.1221906508584393e-10,9.556619483858902e-11,1.44676071717991e-11,2.1327599904395557e-11,2.8271243976815288e-11,4.761097716473753e-11,8.608658478530856e-11,9.281939106209336e-11,1.2001705185227252e-10,1.4057132987394764e-10,1.4073063746091107e-10,1.4798552462811998e-10,1.7626582931346794e-10,1.711177529038567e-10,1.7117957101401134e-10,1.5062894285052967e-10,1.7415782209230712e-10,1.9293235511181576e-10,1.854735274095124e-10,1.4387088346065217e-10,1.2400696937562928e-10,1.4488872601692293e-10,1.5338912233629565e-10,1.0236812538517398e-10,8.434074470566242e-11,8.997041157722739e-11,8.261885025324339e-11,8.690502286055692e-11,8.13064318253406e-11,1.1672744516997924e-10,1.3104321298719667e-10,1.3101900219509536e-10,1.5012007113592218e-10,1.439244710513662e-10,1.34088546813579e-10,1.33400785457776e-10,9.663773369491165e-11,9.592320548978961e-11,1.0635508359418955e-10
sh2004011568,gay men on television,2005,3.340573477561559e-11,2.6724587820492474e-11,2.2270489850410396e-11,1.9088991300351766e-11,9.277418119449772e-12,9.277418119449772e-12,0.0,0.0,1.6908756141274596e-11,1.6908756141274596e-11,1.6908756141274596e-11,4.0562993440320023e-11,4.0562993440320023e-11,4.0562993440320023e-11,4.821695176063631e-11,3.873438821672919e-11,6.168164094568139e-11,6.933723387114732e-11,6.116125810172258e-11,7.69493303401766e-11,8.489324372442018e-11,8.492326137944848e-11,1.2927929411511915e-10,1.4406755352184119e-10,2.1002170389710402e-10,2.862629374616216e-10,3.129664627653041e-10,3.2718028038820306e-10,3.713332513501287e-10,3.781577883174173e-10,3.8537333493000274e-10,3.5254148063125687e-10,3.1030309125783846e-10,2.84444956180233e-10,3.2174054442494054e-10,3.029719050045327e-10,2.8853266750045973e-10,2.827097886150463e-10,2.725983318043111e-10,2.8389877651128053e-10,2.919242139687306e-10,2.4917441225426526e-10,2.6802435667708634e-10,3.162670611511764e-10,3.1499496463574927e-10,3.317166211852518e-10,3.1296577482353705e-10,3.4805414366595455e-10
sh2004145106,african american male college students,2004,5.664269747684969e-11,4.5314157981479755e-11,3.7761798317899796e-11,3.2367255701056965e-11,0.0,0.0,0.0,0.0,0.0,0.0,9.163465621218693e-12,9.163465621218693e-12,9.163465621218693e-12,1.7764170095231028e-11,1.7764170095231028e-11,5.053242844007703e-11,3.434688991554858e-10,5.930284725587574e-10,6.267634982443887e-10,9.363375789003416e-10,1.1869358145154075e-09,1.3372016817249565e-09,1.3445053324647102e-09,1.2643006017110103e-09,1.3960324533284535e-09,1.492033619670303e-09,1.5796322860861522e-09,1.8692529706638386e-09,2.324192873873595e-09,2.4571355277828005e-09,2.4048939803852522e-09,2.406783369823806e-09,2.691233208507171e-09,2.56941927357606e-09,2.2956056282076786e-09,1.9161053735735784e-09,2.107072100132612e-09,2.4302706038069134e-09,2.5597225172813154e-09,2.5012154986070456e-09,2.8908057029502262e-09,2.9358422954610982e-09,3.0894491746615215e-09,3.127821876502957e-09,2.982680739298844e-09,2.8710319700346134e-09,2.9472877471903307e-09,2.520448905141137e-09
sh2005004587,catholic gay men,2005,7.473194979512598e-11,7.082562591964603e-11,6.845503157382193e-11,6.669992187537308e-11,2.3995950563872525e-11,3.1515934207598e-11,3.1515934207598e-11,3.1515934207598e-11,4.598879660025875e-11,4.545266048459697e-11,4.481135799729228e-11,4.481135799729228e-11,5.787135255135617e-11,9.258957291345483e-11,1.1274169891312928e-10,9.038307503222194e-11,9.629881515221024e-11,1.2291301210958546e-10,1.504051298189297e-10,1.5790235339501509e-10,1.3028339865273075e-10,1.2391872399240636e-10,1.4391524430501512e-10,1.5762812929920322e-10,1.6351325105420526e-10,1.5515400720153164e-10,2.753913466316657e-10,2.817714880865019e-10,3.966820711195521e-10,4.305400183194205e-10,4.6563337808518714e-10,4.560460382346016e-10,4.752955370549269e-10,3.89112617127374e-10,4.003719508705039e-10,3.2123871767018667e-10,3.738829885572123e-10,3.189703947399052e-10,2.958996009526173e-10,3.14780299544491e-10,2.7587540387040224e-10,2.668718827274803e-10,2.3825141908953967e-10,1.5549427717642672e-10,1.6239503343253222e-10,1.81032798705442e-10,1.3707105867011292e-10,1.3069205353349878e-10
sh2005004588,christian gay men,2005,8.967833420303606e-11,9.382279952951933e-11,7.818566627459944e-11,6.701628537822809e-11,1.5771522976493202e-11,1.5771522976493202e-11,1.5771522976493202e-11,1.5771522976493202e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2825202209766827e-11,2.6290814763336404e-11,5.3488475553515564e-11,8.78536221945606e-11,9.487292251412046e-11,1.0907145375374912e-10,1.297526307627742e-10,1.1692742855300738e-10,1.0346181599943779e-10,9.620525308935107e-11,8.097298030497668e-11,8.040213832018393e-11,7.294331061788053e-11,1.4031867879928303e-10,2.0090495685726976e-10,2.631768111969825e-10,2.9625171561940636e-10,3.6923653618752585e-10,4.1715324498275177e-10,4.1041354144542655e-10,3.843129966049233e-10,3.533097014356874e-10,4.087860590703699e-10,3.846663097178166e-10,3.0686438311024386e-10,3.0669490954807593e-10,3.460329587352223e-10,4.2370587792296885e-10,4.2577835652043584e-10,3.365501840506863e-10,3.5892958628417715e-10,4.1067342859690824e-10,4.1849932200244133e-10
sh2005005583,working class men,2005,1.0227581568114652e-08,1.1173923102070216e-08,1.111343488994591e-08,1.1082492392043366e-08,1.146713706628999e-08,1.228986378240934e-08,1.295896508554265e-08,1.2897798891409186e-08,1.2489824429655945e-08,1.314995946260262e-08,1.3424222202105896e-08,1.3350429638776212e-08,1.2825132662224498e-08,1.2615916784467337e-08,1.2887036340836211e-08,1.2895784357036533e-08,1.3067902248404499e-08,1.2997996976357334e-08,1.3670588040550134e-08,1.3668139861985497e-08,1.3840123138811731e-08,1.3723699171122992e-08,1.4405463187396247e-08,1.42778032611154e-08,1.4929627577859557e-08,1.5092888984237692e-08,1.5818267786896608e-08,1.6255595988326884e-08,1.7247889842554798e-08,1.7036344204405092e-08,1.684921385350765e-08,1.6579702238101697e-08,1.6494931912422065e-08,1.6479229936987898e-08,1.6130594899481972e-08,1.6125750064631206e-08,1.669260064301221e-08,1.7088704332543107e-08,1.9402589971192644e-08,2.044082354966749e-08,2.0921055292928104e-08,2.1206019024111455e-08,2.0380480029804008e-08,1.971859828991158e-08,1.9000326621578164e-08,1.6966926382385356e-08,1.5650424201041345e-08,1.4495732801600436e-08
sh2005007178,male early childhood teachers,2006,1.4690524144378436e-10,1.1752419315502748e-10,9.793682762918958e-11,9.31575858120759e-11,1.2088659537675842e-10,1.0188266797677465e-10,3.6940743123167354e-11,3.6940743123167354e-11,6.230387733507925e-11,6.230387733507925e-11,6.146032492461627e-11,3.373131535993374e-11,3.373131535993374e-11,3.373131535993374e-11,4.138527368025002e-11,1.6022139468338128e-11,2.3671223711322196e-11,1.530304256330035e-11,3.078130409292104e-11,5.44634119549668e-11,2.1334168757000275e-10,2.825274860293206e-10,3.0471986888134875e-10,3.046178869663725e-10,3.3406178468317217e-10,3.326942149352506e-10,3.160940403273178e-10,2.0891713805355165e-10,1.3207738127391748e-10,1.0988499842188939e-10,1.023378960938816e-10,8.104957578097022e-11,7.51857351179362e-11,8.473726432835425e-11,3.9641815128118754e-11,4.625547663149123e-11,1.282808789748735e-10,2.2218850668062221e-10,2.6003257781142304e-10,2.897741962056991e-10,2.7314073374116813e-10,2.665348096001338e-10,2.6733804108939173e-10,2.1051542701504873e-10,1.241790157805297e-10,9.120926178681395e-11,5.626725682605915e-11,7.033407103257394e-11
sh2005007811,young gay men,2005,6.20758134999011e-10,7.063677635865683e-10,7.207112771162594e-10,7.94284494822931e-10,9.948458416191614e-10,1.2289173542877142e-09,1.4174451924697795e-09,1.6290973703964833e-09,2.164932353923169e-09,2.5953190583730532e-09,3.5262187926543564e-09,4.281451508801405e-09,5.283390790343314e-09,6.774471965541119e-09,9.642257588601424e-09,1.2784916142625859e-08,1.6738839952020904e-08,2.067657424938339e-08,2.601374541868643e-08,2.9574881350956965e-08,3.2332805700169276e-08,3.3498710730427746e-08,3.46628521446473e-08,3.472453044996754e-08,3.392017120012628e-08,3.2335496733081655e-08,3.262286882497824e-08,3.2388526120510515e-08,3.2089186507889515e-08,3.127717514596934e-08,2.992844246090968e-08,2.982288393866907e-08,2.8856288848986122e-08,2.7169126566088467e-08,2.6150408924595162e-08,2.6486292578818486e-08,2.7536110859736692e-08,2.9263716386130582e-08,3.028644914374045e-08,3.0991912319711893e-08,3.197983926631065e-08,3.286169196035321e-08,3.224518793692613e-08,3.3543855622220857e-08,3.185707436836089e-08,3.114894227621012e-08,3.0985308772935036e-08,3.092745620540682e-08
sh2005020385,hiv positive gay men,2005,3.3256872949971594e-11,5.185704365917587e-11,4.3214203049313227e-11,3.704074547083991e-11,3.704074547083991e-11,1.803681807085614e-11,1.803681807085614e-11,1.803681807085614e-11,0.0,1.7077724155458084e-11,8.402317532217398e-11,9.979266718529445e-11,1.3857836406172552e-10,1.6216948865126797e-10,2.2340115422252767e-10,6.986774804540463e-10,7.657396834670482e-10,9.590843892879975e-10,1.028445335837791e-09,1.1791165058228081e-09,1.227020601691458e-09,1.1965248400215764e-09,9.431723363627155e-10,1.02506866635805e-09,8.531102005382429e-10,8.526439138067943e-10,9.818740404066162e-10,1.0285533863111214e-09,1.1755441649869652e-09,1.0415304888386094e-09,1.0552984666678533e-09,1.0403669741175315e-09,1.079405591694219e-09,7.773520606974798e-10,8.111137535436543e-10,7.259783330049174e-10,8.778347374402021e-10,7.293330463374405e-10,8.475980433393053e-10,2.8664449276484737e-09,2.9813255941360926e-09,2.8627963690107195e-09,2.7924557859501255e-09,2.6198966721267615e-09,2.626450210592633e-09,2.8405825174687704e-09,4.0912950596827537e-10,2.8126215679408206e-10
sh2005020516,white gay men,2005,2.0277608064889208e-10,1.9534106276974939e-10,2.0995260217870904e-10,2.200802759279506e-10,2.6702518222359346e-10,2.890776135332031e-10,3.7006349225067655e-10,4.4536116709197644e-10,6.452901115236047e-10,8.993050887307065e-10,1.4424315650637558e-09,1.9403700952539247e-09,2.8908691913512705e-09,3.9892033372060765e-09,5.082728949033578e-09,5.846683301193231e-09,6.966127621668308e-09,7.885551002352015e-09,9.206795992255934e-09,1.0459866239027299e-08,1.1380984920356901e-08,1.1859762134164288e-08,1.2978521557559837e-08,1.3405975457712684e-08,1.3578356925939403e-08,1.4112266685596873e-08,1.3975476501258488e-08,1.3619317510070252e-08,1.3522867007723488e-08,1.2749465080896803e-08,1.2374970033820645e-08,1.2608493860088997e-08,1.2026051531594767e-08,1.174925358393697e-08,1.1481255162862756e-08,1.2216281605351551e-08,1.2616946281391556e-08,1.3593373523032185e-08,1.4263788005889185e-08,1.647331511577572e-08,1.7295803260827406e-08,1.844712806616165e-08,1.859049488854371e-08,2.041025767344852e-08,2.2865299049990018e-08,2.3667359931820824e-08,2.2738945540390356e-08,2.3654460983707493e-08
sh2006000713,male immigrants,2006,1.4172223962091723e-08,1.480008161997004e-08,1.6522882149289098e-08,1.6166884623683827e-08,1.6197480148805177e-08,1.604236281564047e-08,1.68210990468939e-08,1.7119461429313373e-08,1.6938637798443098e-08,1.542487655906937e-08,1.6148393159867317e-08,1.701151145991342e-08,1.8789238258519267e-08,1.8916745945467868e-08,1.9139631446693902e-08,2.0086157975972103e-08,2.1616474334724374e-08,2.1836204046332686e-08,2.1669388737742346e-08,2.2207034616948477e-08,2.3579712211555367e-08,2.4718097385876114e-08,2.530656261827215e-08,2.5437072445423844e-08,2.7482304861389406e-08,2.8295235753634474e-08,2.814716468830485e-08,2.8061973774953386e-08,2.808703529725525e-08,2.9621141314079006e-08,3.064601819684408e-08,2.9682653630153103e-08,2.9617472361536434e-08,2.967276088628695e-08,2.9190020542060483e-08,3.0020618725546637e-08,2.8446627300254823e-08,2.819817847871902e-08,2.8526074183354844e-08,2.8341598769243692e-08,2.7482051770190615e-08,2.7984386493116028e-08,2.5652072762081098e-08,2.4430419015663326e-08,2.2119069412383585e-08,2.0721919558736035e-08,2.0148905171407662e-08,1.9487816613032727e-08
sh2006004266,masculine beauty,2006,3.1821942979987083e-09,3.212714574929443e-09,3.2458942501404718e-09,3.229989739958075e-09,3.3020331786331222e-09,3.5673551687059084e-09,3.7911908875151325e-09,3.868222778301884e-09,4.084829068745633e-09,4.334945535965679e-09,4.455194605100322e-09,4.570260288272453e-09,4.605003391012457e-09,4.713597073669712e-09,4.9218676842488485e-09,5.063947147522706e-09,5.354580256371794e-09,5.581548669186015e-09,6.1426202770109564e-09,6.579086378367365e-09,6.967727246862517e-09,7.410454326561843e-09,7.80057167272728e-09,7.95253427098614e-09,8.326973942715136e-09,8.38138219641119e-09,8.76513175334421e-09,9.080853977998038e-09,9.578194146550192e-09,1.0214830029450386e-08,1.147724477262857e-08,1.3100185436432099e-08,1.5596321240933323e-08,1.853323415221264e-08,2.174811110862627e-08,2.4475073160628343e-08,2.8945916491099737e-08,3.225413917796421e-08,3.4386045585326526e-08,3.623725164827213e-08,3.721587735800684e-08,3.680447910474537e-08,3.694010190890313e-08,3.618763559742095e-08,3.538886966604681e-08,3.554199923492633e-08,3.4731232287366075e-08,3.389977475207889e-08
sh2006005504,male teachers,2006,1.037532865108548e-07,1.0675814426652773e-07,1.0744566350297711e-07,1.0554433901854841e-07,1.0442773153945022e-07,1.0330188796532836e-07,1.0193711178536307e-07,9.82573899783417e-08,9.505598914244517e-08,9.367488460516285e-08,9.208969472253106e-08,9.103599356644068e-08,9.274264345035534e-08,9.547463504808573e-08,9.768994466686854e-08,9.696850430852238e-08,9.910983356727274e-08,1.0296374591376682e-07,1.056193511256893e-07,1.0727023623387035e-07,1.1107758832223526e-07,1.1352025277538185e-07,1.220857411985846e-07,1.2421236391182977e-07,1.2990321971430097e-07,1.342689477275283e-07,1.410871170057028e-07,1.4545099776146405e-07,1.5750754384488299e-07,1.57902480448145e-07,1.6226346398374408e-07,1.662135815511112e-07,1.6667616521246725e-07,1.6547005435148055e-07,1.6614674792914122e-07,1.6092996989874877e-07,1.642715975122555e-07,1.661726653729275e-07,1.643163191781102e-07,1.6637309836604686e-07,1.7464414598120488e-07,1.783771000946859e-07,1.8014303278097802e-07,1.817840900254378e-07,1.8226880264865124e-07,1.8522862982606655e-07,1.9045559931721304e-07,1.856193893867708e-07
sh2006005506,men in education,2006,5.51834420520203e-09,5.375161096776714e-09,5.054755203524422e-09,4.830146498047139e-09,4.493594928695848e-09,4.166397698076744e-09,4.263676737067559e-09,4.018646481061617e-09,4.04806121559861e-09,4.083305736194261e-09,4.065693612133523e-09,3.887042979651621e-09,3.933983468845659e-09,3.704190854345432e-09,3.6082680028383584e-09,3.296785891405379e-09,3.3742474117383542e-09,3.798682565428083e-09,3.946324655945688e-09,4.105996627027217e-09,4.7545790846093e-09,4.886056844340323e-09,5.068627534553029e-09,5.17611053621866e-09,4.969726739757169e-09,5.17393032336317e-09,5.163127049413146e-09,4.8254060558813466e-09,4.8136318165597235e-09,4.933907156842324e-09,4.953895646872145e-09,4.952738987282609e-09,4.8257536126861114e-09,4.886478480280771e-09,4.627516544060604e-09,4.620439243013807e-09,4.582174761152968e-09,4.518443656433994e-09,4.565740422144258e-09,4.474666572293736e-09,4.394944162072757e-09,4.486874218398044e-09,4.311860396510882e-09,4.331791290251852e-09,4.261019163997222e-09,4.103097417963257e-09,4.2022022132826025e-09,4.101094239379599e-09
sh2006005821,male cooks,2006,3.963019804681389e-09,4.141429871262759e-09,4.095083795211767e-09,3.915219390756723e-09,3.7034601997213266e-09,3.615353742571413e-09,3.4061332534236173e-09,3.5628002363817325e-09,3.555560933970232e-09,3.666740547600807e-09,3.7437696127708345e-09,3.8524873038704916e-09,4.0361592114148054e-09,4.044364846990588e-09,3.943624916208367e-09,3.6409705434146756e-09,3.4107879387909203e-09,3.3750412102969857e-09,3.3613692221521968e-09,3.3932641661793554e-09,3.4099177212024554e-09,3.419215470776679e-09,3.78763217962327e-09,3.898443660646115e-09,3.991294665308835e-09,4.105960493728482e-09,4.370304738634691e-09,4.668157736357045e-09,4.792207328879749e-09,4.6129761672215285e-09,4.731313109649202e-09,4.990868525499888e-09,4.95552377505997e-09,5.1826602612666955e-09,5.247546379074811e-09,5.800530818563957e-09,5.9906983213405975e-09,6.6135347857876345e-09,6.777702860755186e-09,7.068705793319578e-09,6.9195022311158945e-09,6.745496348000859e-09,6.3069542128551305e-09,6.239570215663523e-09,5.8170667672655505e-09,5.663072763622176e-09,5.4032022821226546e-09,5.281404576694404e-09
sh2006006786,male insecurity,2006,9.76715631983982e-10,9.579205081933219e-10,9.73874063568229e-10,9.76906235469358e-10,1.0177256453255558e-09,1.1114876702554367e-09,1.0902611834173737e-09,1.1988341177905847e-09,1.27929740164385e-09,1.4332559623258285e-09,1.5354898136707031e-09,1.58910917212794e-09,1.691171644688635e-09,1.742755870171031e-09,1.8815134410805304e-09,2.0586322091453724e-09,2.120919814278612e-09,2.2618040421735444e-09,2.545684719075712e-09,2.6366848976983844e-09,2.8304015495449003e-09,2.85832240961332e-09,2.971994025384252e-09,3.1489437084649847e-09,3.242356133581481e-09,3.160256691257603e-09,3.3769309541147634e-09,3.4118045159903243e-09,3.6858360713741346e-09,3.761350023608255e-09,3.731849883182552e-09,3.8823343091941095e-09,4.003241376290426e-09,3.965868977464014e-09,3.989429868797182e-09,3.928898118550033e-09,3.935267437312921e-09,3.983624705899176e-09,4.0579240543189445e-09,4.094146043021052e-09,3.891918482926534e-09,3.9538489912671615e-09,4.070886846864661e-09,4.097538871697789e-09,3.999845627330626e-09,3.845770028820805e-09,3.800272943554894e-09,4.071665438837302e-09
sh2006006807,male domination,2006,4.0128187061422294e-08,4.199904575091784e-08,4.4532154777389886e-08,4.704101782608351e-08,4.955533978108693e-08,5.332425171363152e-08,5.840646220932928e-08,6.262609608576846e-08,6.691846521554381e-08,7.128512657740758e-08,7.618628464608639e-08,8.025627648963356e-08,8.841612741949943e-08,9.427748181439764e-08,1.0178310940606172e-07,1.079134630102761e-07,1.1601082367519524e-07,1.2276872651073976e-07,1.3082203955494932e-07,1.333158608988234e-07,1.3769936220778265e-07,1.400124077565298e-07,1.4405278291944124e-07,1.456729509201932e-07,1.465206288867038e-07,1.464686154931116e-07,1.468893002083495e-07,1.4647725071263518e-07,1.477691281509938e-07,1.4542836066242355e-07,1.4159485817177855e-07,1.392906206666116e-07,1.3520633066318612e-07,1.3082756277918837e-07,1.2534929144856844e-07,1.238370904908605e-07,1.2472438968926169e-07,1.237979355803958e-07,1.2926437263142768e-07,1.333607523356214e-07,1.4054322361654682e-07,1.4431354551548106e-07,1.4318348117377452e-07,1.437577051080496e-07,1.4296436489706436e-07,1.381622982075022e-07,1.3711146119657622e-07,1.315651473147994e-07
sh2006008746,young men in art,2006,1.6235481709037103e-11,1.2988385367229683e-11,1.0823654472691402e-11,9.277418119449772e-12,9.277418119449772e-12,1.8021902422774414e-11,8.74448430332464e-12,8.74448430332464e-12,8.74448430332464e-12,8.74448430332464e-12,8.74448430332464e-12,8.74448430332464e-12,7.757139672667383e-12,7.757139672667383e-12,7.757139672667383e-12,1.5183332270034863e-11,1.5183332270034863e-11,1.5183332270034863e-11,1.5183332270034863e-11,1.532022871659449e-11,1.532022871659449e-11,1.532022871659449e-11,7.89403611922701e-12,7.89403611922701e-12,1.5255010548426946e-11,2.2310356439276497e-11,2.8580186828275345e-11,2.8580186828275345e-11,2.8580186828275345e-11,2.8580186828275345e-11,2.8580186828275345e-11,2.937478980296377e-11,2.231944391211422e-11,1.6472308636153852e-11,2.3078232777188188e-11,2.3078232777188188e-11,2.3078232777188188e-11,3.090386874975743e-11,2.2748291345869073e-11,3.794367895279142e-11,5.4285847642506926e-11,6.438344103885742e-11,6.438344103885742e-11,6.438344103885742e-11,5.6557805066288176e-11,6.598410591066954e-11,5.790738444311216e-11,2.923115569042345e-11
sh2006008790,seventh day adventist men,2006,9.758012974037111e-11,1.0331564909149548e-10,9.69164019870572e-11,8.307120170319188e-11,8.307120170319188e-11,9.105820660984928e-11,7.250337037094973e-11,5.335874004546477e-11,5.223067811588322e-11,6.003409277636048e-11,6.840227392438233e-11,8.41717657875028e-11,7.44399368535209e-11,7.44399368535209e-11,8.118920962117495e-11,7.913283867463531e-11,1.0794962096835218e-10,1.4551499836439648e-10,1.3748463726608636e-10,1.4551556983187298e-10,1.6140339660036014e-10,1.5377945593507214e-10,1.6851691322134725e-10,1.4526371425183093e-10,1.3613502834939973e-10,1.425065893662885e-10,1.550462501442862e-10,1.4654433371151321e-10,1.6107619206705082e-10,1.6811557701501556e-10,1.6794979890948676e-10,1.7192281526983473e-10,1.8255267634849559e-10,1.7917513603756977e-10,2.444543932357744e-10,2.288522204082647e-10,2.048422854949994e-10,2.3714620693758373e-10,2.1170153378340702e-10,1.8696098092304706e-10,1.6201078821752113e-10,8.934562068360234e-11,8.273195918022986e-11,7.851359641795698e-11,3.130536207247252e-11,1.8634170595444033e-11,2.236100471453284e-11,2.795125589316605e-11
sh2006008793,male artists,2006,1.940932202980361e-08,1.9362472573891675e-08,1.9321406117406292e-08,2.0769053626714032e-08,2.105312850293552e-08,2.117453158744549e-08,2.2033824526828434e-08,2.271024710549201e-08,2.3509277726921748e-08,2.5169671367952787e-08,2.4938128925491458e-08,2.632853565819644e-08,2.9395689129380065e-08,3.197355653156153e-08,3.4801664875302614e-08,3.767318053993614e-08,4.060522255784428e-08,4.434664986321549e-08,4.920184977497133e-08,5.190399205375261e-08,5.54214084456344e-08,5.8489236600837e-08,6.219641179216631e-08,6.502453561360588e-08,6.78076320563944e-08,6.715942907006833e-08,6.784079492269668e-08,6.847550341530586e-08,6.889207563250319e-08,6.824614865789749e-08,6.627718298881805e-08,6.433026465591756e-08,6.356360193550604e-08,6.081402902785582e-08,5.784252764659151e-08,5.887868456281152e-08,6.015700117311436e-08,6.0864585788023e-08,6.250076373611112e-08,6.635386208542204e-08,7.025488716527355e-08,7.417886691850536e-08,7.744583429568553e-08,7.838046984023907e-08,8.144929326181098e-08,8.313573795065236e-08,8.310042852940901e-08,8.530799291972535e-08
sh2006020062,young bisexual men,2006,0.0,0.0,9.433676640783576e-12,8.086008549243066e-12,8.086008549243066e-12,8.086008549243066e-12,8.086008549243066e-12,8.086008549243066e-12,1.5538883176212183e-11,1.5002747060550395e-11,3.715138117778492e-11,7.184058110303632e-11,9.242055930082569e-11,1.0630784744566516e-10,1.0630784744566516e-10,1.1809277662898155e-10,1.2400851674896985e-10,1.1545871302682492e-10,1.0826163081091776e-10,9.470095293268826e-11,8.791293040766313e-11,1.085941074166882e-10,1.0268731648729482e-10,9.601632832066466e-11,9.571156317897004e-11,8.09746947074062e-11,9.330076889651246e-11,1.1990001947641867e-10,9.92188424673936e-11,1.128150638383753e-10,1.3369682047966895e-10,1.355501841723442e-10,1.3814788400536215e-10,1.1880250949669602e-10,9.12886785014206e-11,1.3465787958894763e-10,1.3731362822582456e-10,1.2435577419002619e-10,1.2365647147111984e-10,1.369350580347563e-10,1.44677299902212e-10,1.3849261469776686e-10,1.0908630596051516e-10,1.269865150532734e-10,1.2652800781316158e-10,1.3075986185033064e-10,1.1682768433218804e-10,1.324856821471876e-10
