Ngram,Year_Added,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
sh2013002387,delay discounting,2013,0.0,0.0,0.0,2.985822620895005e-10,2.985822620895005e-10,2.985822620895005e-10,2.985822620895005e-10,2.985822620895005e-10,2.985822620895005e-10,2.985822620895005e-10,0.0,0.0,1.409741272130814e-11,4.929546057067365e-11,5.628732747754915e-11,9.069992723146188e-11,8.988458801666749e-10,1.0260926176191327e-09,1.2239204966973156e-09,1.4503559028370257e-09,1.4151578549876603e-09,1.4394337502697333e-09,1.4353023090488535e-09,6.578125455062153e-10,5.98678733571794e-10,4.312712845574599e-10,3.588015113195223e-10,5.723970216459888e-10,8.436618556539877e-10,1.1024903301800774e-09,3.039843102931039e-09,4.0343986306463316e-09,4.167650496536954e-09,4.869540687346685e-09,5.24736693779155e-09,6.0666457076173435e-09,7.914179476447332e-09,7.632126175097627e-09,1.0881447788459373e-08,1.4431811650490138e-08,1.961464308435674e-08,2.2669853970226835e-08,2.8627757989571227e-08,3.3546845222355767e-08,3.692378239669328e-08,3.844409053004633e-08,4.1363372552513256e-08,4.119568586258283e-08,4.432953732980138e-08,4.302241973785925e-08
sh2014002441,auditory selective attention,2014,1.391086794366725e-10,3.869746842410926e-10,1.6920115482321754e-09,1.5906152635105008e-09,1.8010559918457678e-09,2.3038449907729154e-09,2.5350205897738713e-09,3.093153851603723e-09,3.532708447202231e-09,2.683931350975856e-09,3.131373765444653e-09,3.803559929317833e-09,3.826987076444815e-09,4.347718303928026e-09,4.451394487637555e-09,4.0970489966921495e-09,4.746047232796956e-09,4.579595634260754e-09,4.178340896491114e-09,4.23750178597209e-09,4.233249354232019e-09,4.22393481550836e-09,4.527141747292677e-09,4.338881332099127e-09,4.385796208844495e-09,4.602093389407694e-09,4.716242703416734e-09,4.548897078955815e-09,4.285888682644044e-09,4.60623464470273e-09,4.365593863095826e-09,4.845595058632674e-09,4.554352120136487e-09,4.4067464662464075e-09,4.3383712698685795e-09,4.377053604981418e-09,3.744140110550116e-09,3.789322766282029e-09,3.349039882717873e-09,3.534779958815269e-09,3.875328591759367e-09,3.809680950666345e-09,3.9517481697662735e-09,4.27829438642042e-09,4.316592427250354e-09,4.1616424002347394e-09,4.052465433164652e-09,3.6866621219942366e-09,3.774058960487325e-09,3.6429273842300547e-09
sh2014100135,ostara,2014,8.554046379213864e-09,8.09636317433693e-09,8.542578723106745e-09,8.585087133258388e-09,8.107161336602068e-09,8.535993230208387e-09,8.921397435286099e-09,8.633351659562534e-09,8.578734232414113e-09,8.145007745148847e-09,8.01847092444479e-09,8.853938282934617e-09,1.0045982539888928e-08,9.538275294596055e-09,9.650236653430916e-09,9.873173057391358e-09,9.831723227711673e-09,9.805502832808756e-09,8.68194844637547e-09,8.818471244897985e-09,9.44802405507856e-09,9.661951333747983e-09,9.947359671584412e-09,1.0300541205206437e-08,1.0471538255059563e-08,1.1413758749642281e-08,1.003366808636457e-08,1.0347525155666804e-08,1.1126259479220047e-08,1.3709294093793606e-08,1.5646504523561932e-08,1.7808413706981478e-08,1.881064624650081e-08,2.073395287256553e-08,2.0990494911665714e-08,2.128316485996191e-08,2.098479274623937e-08,2.1838337582240153e-08,2.2284255234249802e-08,2.3233495967885295e-08,2.3433547683158037e-08,2.396662036290615e-08,2.599538820016337e-08,2.4566529740041188e-08,2.445292651797366e-08,2.6830977896804712e-08,2.899273141208715e-08,2.9884478394230175e-08,3.2098247115808214e-08,3.2329286518695266e-08
sh2015000473,midsummer,2015,1.6553128940385159e-06,1.6138602911455744e-06,1.547128038206086e-06,1.4973492354769526e-06,1.4271482142095316e-06,1.32544496988528e-06,1.267953232222059e-06,1.250687806097554e-06,1.2278299257243482e-06,1.222582762341983e-06,1.2148351661315667e-06,1.2124583149072943e-06,1.2063115756240561e-06,1.2079717155647526e-06,1.2188289825262279e-06,1.2132076479855203e-06,1.2202204722254869e-06,1.2423994314348611e-06,1.2537657247223867e-06,1.2775391925675035e-06,1.2787168228351105e-06,1.2798962867153442e-06,1.2909819017603178e-06,1.328480239895315e-06,1.3283631940089387e-06,1.3560198571312924e-06,1.3802615098502156e-06,1.3999592620444434e-06,1.415037218289113e-06,1.4292690181576647e-06,1.420040078541173e-06,1.4397697157335154e-06,1.424700234123531e-06,1.4275509128488478e-06,1.43453128091664e-06,1.4633765268183154e-06,1.4826132776737543e-06,1.5032618563361389e-06,1.5158121559972639e-06,1.5101207555097118e-06,1.5024742606099023e-06,1.5021540045169283e-06,1.4906561513860258e-06,1.4900947362975007e-06,1.4854908165599918e-06,1.4969345906683845e-06,1.539786995843052e-06,1.5530176074452183e-06,1.5688233408812926e-06,1.5807352052423299e-06
sh2015000644,distress in old age,2015,8.196306827690236e-11,7.876673341344897e-11,6.563894451120748e-11,6.495489761139593e-11,6.495489761139593e-11,1.077117353642798e-10,1.3865037193757805e-10,1.7938503757816297e-10,2.387683047309709e-10,2.559043116301396e-10,2.554717335496408e-10,2.715563324801844e-10,2.2879949472730055e-10,1.6950169789578925e-10,2.3426008305801483e-10,1.8832133620384972e-10,2.076030195966424e-10,3.1915216402207085e-10,3.4689689414652795e-10,3.9595829591311723e-10,5.0117005585231e-10,4.533042730863508e-10,4.840422586559003e-10,5.493924164807445e-10,4.6381829329636814e-10,4.804864997939465e-10,4.911252357179105e-10,4.283157915642631e-10,3.704648532387722e-10,3.853946408037347e-10,2.9455925892873935e-10,2.976782203670655e-10,2.428295342582487e-10,1.885559897702687e-10,1.8863066416392142e-10,1.8606266676189443e-10,1.5545460305926058e-10,1.7278640274517469e-10,1.5216877609160384e-10,1.4651992664784152e-10,1.5833797963247876e-10,1.4036750135242622e-10,1.4158369714729295e-10,1.1493232655273339e-10,9.214821663653235e-11,1.0403175444111718e-10,1.4364217256122658e-10,1.4746378076968547e-10,1.426474202648187e-10,1.4873181332364371e-10
sh2015000816,mabon,2015,1.8572218533040308e-07,1.7608386503331628e-07,1.8653415832329637e-07,1.870093829653419e-07,1.7928599229180553e-07,1.6432770109583997e-07,1.4359448824639657e-07,1.3992698096440155e-07,1.3423323257694922e-07,1.176687064135302e-07,9.883710839248789e-08,8.572176012623466e-08,7.510041653587578e-08,7.310148166655983e-08,7.57161935114167e-08,7.197722953667623e-08,6.569737644477166e-08,6.46485403662681e-08,6.340258667981395e-08,6.761521976245928e-08,6.790376844046615e-08,7.13668163281056e-08,7.255362676771213e-08,7.03230014820398e-08,7.178166200674796e-08,7.362381638221861e-08,7.063690108775294e-08,7.064530274014262e-08,6.783673738565221e-08,6.531326402680773e-08,6.843670554215754e-08,6.761543207576111e-08,6.664591915145346e-08,6.677989911349889e-08,6.467920132763714e-08,6.153247566386848e-08,5.973116154070876e-08,5.4977174870114124e-08,5.8647687593738855e-08,5.854666590173513e-08,5.815518000372047e-08,6.564753541589815e-08,6.62830204074122e-08,7.212385185488161e-08,7.732725535165059e-08,7.463425346468577e-08,7.536907722703997e-08,7.788621625137251e-08,7.265902162365003e-08,7.570397083430519e-08
sh2015001181,yule,2015,5.214004416952828e-07,4.9965123927187e-07,4.946625751650613e-07,4.886178173309021e-07,4.6158254334314035e-07,4.510577125406224e-07,4.373508910051972e-07,4.507242454568152e-07,4.766939886629137e-07,4.801721919121419e-07,4.872186541026684e-07,5.133786118235411e-07,5.252035880647892e-07,5.323769536924792e-07,5.2937908385122e-07,5.153381743962635e-07,5.078599638097735e-07,5.133789243989035e-07,4.86938117907204e-07,4.792228447219961e-07,4.872441995122061e-07,4.844773556901946e-07,4.74460093899299e-07,4.846600191925739e-07,4.844833360671025e-07,4.965147501761428e-07,5.056670745388109e-07,4.992468535292204e-07,5.121582711800235e-07,5.207352846267212e-07,5.209470334525362e-07,5.15505254919787e-07,5.232885229181479e-07,5.288223515927114e-07,5.407453775555752e-07,5.381016049613758e-07,5.404982400253927e-07,5.387749688656938e-07,5.448426962041278e-07,5.496796168315476e-07,5.672299211663598e-07,5.635456716889371e-07,5.621885652156076e-07,5.661392477397863e-07,5.80898909769066e-07,6.496357725074445e-07,6.65723493462948e-07,6.609880009687817e-07,6.841069090435246e-07,7.193357171482451e-07
sh2016000137,haunted palaces,2016,1.1196346409031444e-08,1.1366947569313442e-08,1.0824678452203694e-08,1.0119040635176672e-08,9.368620684790942e-09,9.084927807069739e-09,9.168997827855931e-09,8.784102802282336e-09,8.55302624013153e-09,8.553544521977539e-09,8.75644393353541e-09,8.665481273512077e-09,9.201837573659585e-09,9.170839652168041e-09,9.616257129870955e-09,9.289143519366653e-09,9.312230345468305e-09,9.051153528061295e-09,9.827371013190361e-09,9.05494189549851e-09,9.140043190557027e-09,8.677746290391182e-09,8.392754047292783e-09,8.663204710645285e-09,9.416274193905864e-09,8.869324151605003e-09,9.272651951334833e-09,9.155096061708962e-09,9.466553820102514e-09,9.595121198076515e-09,9.546325720992995e-09,9.078187599471338e-09,8.61016707981047e-09,8.569743661725391e-09,8.206943588507611e-09,8.339325885100714e-09,8.655755583021024e-09,8.109752397896164e-09,8.028426342878862e-09,7.996828672466159e-09,7.714823388757904e-09,8.519786920600592e-09,8.393431401794636e-09,8.271689347856746e-09,9.087843895571364e-09,9.656606340450815e-09,1.0209964987549303e-08,1.0761220003638328e-08,1.033921462542664e-08,1.0179677026669887e-08
sh2016001952,emotion recognition,2016,2.9503376460654485e-09,3.0402830517028968e-09,2.9102596663573474e-09,2.612369704486322e-09,4.186423813763123e-09,2.8907135584042643e-09,3.4096156810635237e-09,3.74134457938245e-09,3.861038936982451e-09,4.009718164642097e-09,4.450951861047412e-09,3.842151731690637e-09,3.8912065811588394e-09,3.7016593213265054e-09,4.333675814038873e-09,4.574807860908375e-09,4.648585365847018e-09,4.6302888839579365e-09,4.647580044524797e-09,6.362117461328198e-09,7.760094472266824e-09,7.490446495700409e-09,7.358531956884263e-09,9.100149429147607e-09,1.1017608202752122e-08,1.2943256226725732e-08,1.495362885699831e-08,1.5863048868517256e-08,1.7852670702867e-08,2.0788044416805307e-08,2.3712855056518782e-08,2.8929962207570525e-08,3.701850174215553e-08,4.392745439023888e-08,5.475022379313504e-08,6.954414030361075e-08,8.145830395529202e-08,9.165004530099973e-08,1.0747175673009313e-07,1.1712522371222698e-07,1.2648675030781297e-07,1.409129989637936e-07,1.5049628401819784e-07,1.669679785860317e-07,1.8142319296270732e-07,1.9249113799540177e-07,2.1255106934633554e-07,2.2420422491250164e-07,2.2999302702886302e-07,2.4004704058527837e-07
sh2016001954,emotion recognition in children,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.813654485338312e-12,7.813654485338312e-12,1.556177508283645e-11,1.556177508283645e-11,1.556177508283645e-11,2.965701196527044e-11,4.426678864736086e-11,8.551453592861184e-11,8.551453592861184e-11,7.776641533111369e-11,8.446746774248837e-11,8.446746774248837e-11,7.037223086005438e-11,1.2970388652000509e-10,1.0717587928255057e-10,1.2534829920061797e-10,1.31432702023458e-10,1.3615468474892367e-10,1.5801961723254417e-10,1.6869228831278045e-10,1.3994164953829673e-10,1.459678132333307e-10,1.5965313594966194e-10,1.744823477169342e-10,2.0640804987822773e-10,2.297659428789662e-10,3.864604950538324e-10,5.161575834403528e-10,5.784435772633006e-10,7.083288187143782e-10,8.338940688761604e-10,9.48448149383298e-10,9.854276640717886e-10,9.840579502056507e-10,1.0138238780234487e-09,1.072141380305721e-09,1.0601294786471981e-09,1.0688238349931822e-09
sh2017003604,asmr,2017,4.576922471230538e-09,4.664038863455567e-09,4.7794314408933225e-09,5.929064964192511e-09,7.277190226409998e-09,7.60380271743109e-09,7.417509574812543e-09,8.777250267869417e-09,8.591573577080924e-09,8.289653326375753e-09,7.170395178902294e-09,5.9562560156862456e-09,5.331456261093674e-09,5.536230981091826e-09,4.5452783833348804e-09,4.615311229920283e-09,5.720274273602569e-09,6.832801629061015e-09,7.581672458496186e-09,9.208979704296492e-09,1.0120476843967456e-08,1.0845707076977723e-08,1.1797691332788535e-08,1.1537045322061534e-08,1.0920948830281778e-08,1.0655136291139374e-08,9.952500747641346e-09,9.29999747103267e-09,1.0283328545833216e-08,9.913183306969094e-09,9.862155202608071e-09,1.3373422651032283e-08,1.3903544964638524e-08,1.4430722868647677e-08,1.4860989476704413e-08,1.3381217620067611e-08,1.3027548527543605e-08,1.259215631716334e-08,9.01947098109836e-09,8.482192899946149e-09,7.296087443782265e-09,6.601206251512822e-09,1.2231683877814942e-08,1.4073246069741333e-08,1.4857557170925535e-08,2.1361208852609318e-08,3.238020516522657e-08,3.70604742056894e-08,4.3361179184742135e-08,4.2043952925077677e-08
sh85001893,african american psychologists,2000,0.0,0.0,0.0,0.0,0.0,0.0,8.036431143570206e-12,4.8168487551799746e-11,4.8168487551799746e-11,4.8168487551799746e-11,6.384214238613112e-11,6.384214238613112e-11,6.384214238613112e-11,6.320821693431685e-11,2.307616052608731e-11,2.307616052608731e-11,7.834459916129203e-11,6.935841187097732e-11,4.644487691266416e-10,7.57137283424747e-10,9.0951387443242e-10,1.1394382674493173e-09,1.292134575428142e-09,1.6426717679548666e-09,2.3123098183221368e-09,2.3579315201749385e-09,2.42445925091991e-09,2.8169225013101914e-09,3.2167769405519066e-09,3.5738655928501436e-09,4.300009543374759e-09,4.252454553171121e-09,4.6707110926929345e-09,5.312173490772715e-09,5.133375546068868e-09,5.0302676230756e-09,5.467451943566966e-09,4.9849288427264835e-09,5.022834362719157e-09,4.87743856810877e-09,4.912515672028661e-09,4.868681465922516e-09,4.91337532168171e-09,4.28211637973749e-09,3.92365190734648e-09,4.451723533455925e-09,4.2951559650220415e-09,3.802633587642509e-09,4.101706030379404e-09,4.1272441991813125e-09
sh85005835,anxiety,2005,2.0434713564903076e-05,2.0237361490944854e-05,2.0031669364947942e-05,1.9926895455515766e-05,1.9653018652785594e-05,1.9390500151271177e-05,1.924385415454238e-05,1.9362753923606533e-05,1.932042546412351e-05,1.9677139554552134e-05,1.977847844738692e-05,2.0213015496941605e-05,2.0614842291623008e-05,2.0870131300963864e-05,2.074164086518355e-05,2.1159935177629537e-05,2.1103418685819634e-05,2.132121453046854e-05,2.1429621933881766e-05,2.13327774566902e-05,2.130450557358871e-05,2.1589842015727412e-05,2.164202859663427e-05,2.2096686551758122e-05,2.25370179613294e-05,2.3143999512129582e-05,2.3842795374055917e-05,2.459445986288517e-05,2.534444293022331e-05,2.6237430804805403e-05,2.685638627608225e-05,2.8011994834455798e-05,2.8871536634776545e-05,2.9771573208045875e-05,3.0652384247804274e-05,3.19088515772518e-05,3.321383200764601e-05,3.4466750703114606e-05,3.53795122649473e-05,3.6180777154469504e-05,3.782356698508073e-05,3.92969098441268e-05,4.056257562893682e-05,4.123454560426526e-05,4.2007861668613116e-05,4.288648941256941e-05,4.366407901521184e-05,4.363983925031837e-05,4.3774449466359854e-05,4.346538441219513e-05
sh85006042,apologizing,2005,2.4033699946163223e-07,2.3676810556039208e-07,2.33411691576609e-07,2.317628953365276e-07,2.261722168826157e-07,2.251197744121414e-07,2.2524007214671277e-07,2.2907642236833741e-07,2.3481928645340979e-07,2.4164975090935704e-07,2.5065066485111767e-07,2.605393909450463e-07,2.683885373175916e-07,2.804493503841067e-07,2.921603033662663e-07,3.013504477141731e-07,3.1344575387954164e-07,3.2152080817887674e-07,3.319812652825628e-07,3.444771918850533e-07,3.536041631962179e-07,3.64080942088071e-07,3.754769550943465e-07,3.889291007298591e-07,4.031467153318583e-07,4.16609354954003e-07,4.323452959333261e-07,4.5721398797945613e-07,4.850609935856478e-07,5.151130054755523e-07,5.410095142541999e-07,5.749167818436064e-07,6.094661149364562e-07,6.448180156765666e-07,6.864275970046692e-07,7.240810457763029e-07,7.824794397242952e-07,8.429909797133737e-07,9.138692379358017e-07,9.68624698434847e-07,1.0171511043968341e-06,1.099043866349482e-06,1.1661931616046323e-06,1.1944362916327785e-06,1.2296251809074517e-06,1.2339265861711714e-06,1.2751427106052245e-06,1.3081382427513704e-06,1.2865694578423346e-06,1.2743332171438748e-06
sh85009391,attention,2005,0.00011614351099212272,0.00011536193101490401,0.00011446157101365624,0.00011394785409778766,0.00011261107386669357,0.00011124819263727896,0.00011024925226309113,0.0001100129448269286,0.00010903513796286276,0.00010860527086503249,0.00010793896273583639,0.0001076517069369879,0.00010721952932275246,0.0001070237379178466,0.00010620104037669923,0.00010646614208693599,0.0001060355097637742,0.00010583383791813528,0.00010548358282840403,0.00010530996005016523,0.00010472699075500027,0.00010458061666963496,0.00010388393569625962,0.000103952912239118,0.0001041482684752191,0.00010461982226387527,0.00010521775000067934,0.00010654153347771605,0.00010772880518212621,0.00010955667104151624,0.00011115586469339049,0.00011301743044903353,0.00011489794692083065,0.00011674059296949006,0.00011845185897762522,0.00012079777674432002,0.0001233697974024755,0.00012626131722542406,0.00012879748684351629,0.0001303990339446604,0.00013323050643901602,0.00013643483379096878,0.00013917174468341034,0.00014121706169544719,0.00014260586346765783,0.00014307775705781243,0.00014502702055571953,0.00014553524611234626,0.00014539064529220662,0.00014489346910205939
sh85010578,awe,2004,2.7366011090181747e-06,2.7128244154059344e-06,2.663583203248397e-06,2.6142669450186584e-06,2.5231841543141283e-06,2.4930090253471752e-06,2.4665516923055065e-06,2.4241288597392255e-06,2.407402699883266e-06,2.42333940797931e-06,2.583841995074308e-06,2.651495790022471e-06,2.6996555963211348e-06,2.7299343015774987e-06,2.7956565571557457e-06,2.8207005128244393e-06,2.886179486880774e-06,2.801928617080249e-06,2.8083476249362546e-06,2.8301320734660473e-06,2.8749830471133855e-06,2.8983579883826765e-06,2.9646259330386763e-06,3.0200708231106765e-06,3.1155170116066057e-06,3.219192446907854e-06,3.339408785172895e-06,3.4991151535311167e-06,3.670378298614917e-06,3.824951890731407e-06,4.014210745736439e-06,4.236096960629726e-06,4.439394410429842e-06,4.666150213462594e-06,4.870361304093364e-06,5.136159474194595e-06,5.476957819974417e-06,5.765318951236788e-06,6.011457621340338e-06,6.208262396401093e-06,6.3668375224065455e-06,6.655933626399409e-06,6.85972914075936e-06,6.916597521730423e-06,7.098527869818566e-06,7.304484741999904e-06,7.524689293889649e-06,7.705159421654909e-06,7.735864465545362e-06,7.793086958160153e-06
sh85013004,belief and doubt,2004,8.99332110691764e-09,9.049283489215297e-09,9.772900479617281e-09,9.846001066047907e-09,1.0360853528794202e-08,1.1021872774087075e-08,1.1151734691437567e-08,1.1484995067082402e-08,1.1653528691142811e-08,1.151236955517538e-08,1.1728058211594805e-08,1.1480450775552027e-08,1.1522913683741683e-08,1.2679297811084883e-08,1.2666816762152422e-08,1.3206324879400894e-08,1.4101188358353215e-08,1.5311943904769817e-08,1.6582834332388008e-08,1.8758775046705056e-08,1.824418537374869e-08,1.9633929098114962e-08,1.9891598680214584e-08,1.9324779574673793e-08,1.9544105422831485e-08,1.964045196964359e-08,1.827509043945765e-08,1.8318897584868836e-08,1.7970962406680232e-08,1.8272828572672506e-08,1.8384920278133714e-08,1.765823492735114e-08,1.7176088026573825e-08,1.722570878992524e-08,1.7473099996156193e-08,1.6432636504006996e-08,1.554898770751117e-08,1.5086707387832306e-08,1.4576726705148709e-08,1.4070731483236041e-08,1.355989572759556e-08,1.2746237294307206e-08,1.2598594009804217e-08,1.2719981746472138e-08,1.2627731476549151e-08,1.2546950397302705e-08,1.2219632319898643e-08,1.196365591720853e-08,1.1984122261221587e-08,1.1943108904621802e-08
sh85020753,castration anxiety,2000,9.2184511069765e-08,9.373044497495985e-08,9.252918760360718e-08,8.884179235533832e-08,8.95606218631606e-08,8.730338406569083e-08,8.166749568668965e-08,8.158400441327095e-08,7.792864812081587e-08,7.748084019515433e-08,7.572492929038197e-08,7.699799879733777e-08,7.872745525435076e-08,7.977764034998249e-08,7.864897203442777e-08,7.939391460237698e-08,7.81777438212315e-08,8.175936601648567e-08,8.151181726514681e-08,7.942000417434805e-08,8.216474395900913e-08,8.27535362249443e-08,8.574982120895801e-08,8.835817162457437e-08,9.037010993695471e-08,9.016892172403995e-08,9.167071909552127e-08,8.894240762046573e-08,8.608743997226155e-08,8.330282492875168e-08,8.032266879299493e-08,7.852738508211585e-08,7.849113296473643e-08,7.540256914585169e-08,7.19466984505844e-08,7.136361858444844e-08,6.922248225073907e-08,6.675542745120309e-08,6.319717081494052e-08,6.038213122263762e-08,6.98521394813602e-08,7.519960403089871e-08,7.54315817764433e-08,7.464713165650227e-08,7.41344552303886e-08,8.175129189574858e-08,8.094518643261432e-08,7.200541024659131e-08,6.833118804949745e-08,6.855715696009457e-08
sh85028593,color hearing,2000,2.648795868406828e-09,2.2264071572464242e-09,2.512132910257684e-09,2.271118202231851e-09,1.6287037700655839e-09,1.4810448661124148e-09,1.6253329416476043e-09,1.1711062179532913e-09,1.2806954613872203e-09,9.49642668569244e-10,1.3536033519255331e-09,1.4822535802927472e-09,1.689740682197278e-09,1.6098455083871484e-09,2.054103897887659e-09,2.4528356498687565e-09,3.101341664630513e-09,3.368449332955389e-09,3.6308160733919006e-09,3.693553215757975e-09,3.6337083733826797e-09,3.3076083627966597e-09,3.0435744827195244e-09,2.2673863501029447e-09,1.8066370235143253e-09,1.92000378096413e-09,1.8015875334223946e-09,1.9225216810390767e-09,2.1732267201091116e-09,2.3013988626514284e-09,2.360344443706554e-09,2.181903645854482e-09,1.9022420374992244e-09,1.8319574617207758e-09,1.716122697817005e-09,1.455813684385156e-09,1.094871289365156e-09,9.82784229493415e-10,8.984539957251108e-10,6.742912617152541e-10,6.205536203943548e-10,5.27622718333414e-10,4.41788672609197e-10,4.350300561252661e-10,4.975468623412217e-10,5.302894968377864e-10,6.057992252680604e-10,6.20371649884266e-10,6.456738248228345e-10,7.005159195772048e-10
sh85028972,commitment,2006,3.997932128109623e-05,4.080635435169539e-05,4.1833888635053655e-05,4.2658284603217956e-05,4.446329588340759e-05,4.583278740687841e-05,4.75426530397816e-05,4.905892987401076e-05,5.024841731870415e-05,5.125036642203627e-05,5.216981405572534e-05,5.291798122432752e-05,5.3531180803272656e-05,5.404696548928578e-05,5.406245743778662e-05,5.4795479393893465e-05,5.514751854965452e-05,5.56007678603288e-05,5.594697630041173e-05,5.648333359578298e-05,5.65854424533526e-05,5.730871673705856e-05,5.761005691486082e-05,5.800829755054151e-05,5.8622718416395074e-05,5.8999532002822304e-05,5.931196100314104e-05,5.9742724555365126e-05,5.965767002747811e-05,5.955832280514445e-05,5.9309754404846085e-05,5.86413960440603e-05,5.8343768580834285e-05,5.761955770090364e-05,5.695865003004596e-05,5.5806281739755536e-05,5.470976646732712e-05,5.363809310246096e-05,5.2011547511483193e-05,4.984452059480218e-05,4.842906740267733e-05,4.688885914073514e-05,4.5981788315176035e-05,4.5386608975192134e-05,4.404620217440466e-05,4.2818917789828785e-05,4.233613723780241e-05,4.1871355124108396e-05,4.159901978770461e-05,4.0935701862826294e-05
sh85029576,comrey personality scales,2003,2.6015539583701397e-09,2.883243849227668e-09,3.0823971754652866e-09,4.416685514342853e-09,4.880655974113087e-09,5.629502266628141e-09,6.050473465500441e-09,6.161066438771711e-09,6.396041723537106e-09,7.252049991773868e-09,6.22191778108992e-09,6.369693272834098e-09,6.232224734297504e-09,6.2168461633609655e-09,5.892669460022537e-09,5.468242532391532e-09,4.713586389260004e-09,4.771583942448603e-09,4.384244523972633e-09,4.258694170129157e-09,3.7883714241023935e-09,4.145661250795233e-09,4.3030546873728305e-09,3.986265215733769e-09,3.567453732224367e-09,3.5076156632007915e-09,3.5871050366176327e-09,3.5948587023826306e-09,3.1542426671574544e-09,3.128651443572756e-09,3.031500293352942e-09,3.028120401748253e-09,2.812336261192356e-09,2.4538294912866492e-09,2.544197632827919e-09,3.0514326725128438e-09,2.664888773441192e-09,2.480757017963337e-09,2.2697668045674427e-09,2.2871033920901507e-09,2.48583328871629e-09,2.188677364840995e-09,1.523944434930361e-09,1.4808964996742321e-09,1.478153920197218e-09,1.3197007162663828e-09,1.2226678335455367e-09,7.673285485019591e-10,6.868174452778762e-10,4.5669753829385984e-10
sh85033421,counseling,2005,1.658554176465002e-05,1.70980242689453e-05,1.7446922356999472e-05,1.7735499876526953e-05,1.8599535185946252e-05,1.967947318158382e-05,2.028224834735701e-05,2.0708219693341138e-05,2.0819804907963488e-05,2.082298846170555e-05,2.0415603975695165e-05,2.015704600155704e-05,1.940876386284205e-05,1.8979399805359276e-05,1.846894256098874e-05,1.8400832822059596e-05,1.8432539529614703e-05,1.8884584625016316e-05,1.8867444385911293e-05,1.8963611591546075e-05,1.9000089561777805e-05,1.905410245164092e-05,1.9072944876796288e-05,1.8980403417937237e-05,1.8831468556145672e-05,1.8697580744122988e-05,1.8681696572098172e-05,1.8543176180100103e-05,1.829127059314079e-05,1.7750256437790556e-05,1.729809235958022e-05,1.711905598465239e-05,1.6960336105973796e-05,1.6713655425930334e-05,1.6630575717471334e-05,1.6379878930326236e-05,1.6177417673912977e-05,1.621663091670573e-05,1.610494295290021e-05,1.552265317228655e-05,1.5171848293418233e-05,1.4722164172440522e-05,1.4698653632774632e-05,1.4496570685109786e-05,1.3614574122565302e-05,1.2403579492104965e-05,1.1863714821307408e-05,1.144125970337489e-05,1.095361074057513e-05,1.0011602068552873e-05
sh85037359,developmental psychology,2003,4.821187509322644e-07,4.984697778126488e-07,5.330348126960279e-07,5.657909377131318e-07,6.335778186182328e-07,7.122750512267692e-07,7.59341798258325e-07,8.041063728005315e-07,8.394672054380262e-07,8.729696291418349e-07,9.277090809346149e-07,9.285158230194572e-07,9.407139861547905e-07,9.572852989603905e-07,9.725288337252003e-07,9.898464127606634e-07,9.90854871631637e-07,9.68493510670822e-07,9.881827704083125e-07,9.950235647004528e-07,1.006514880206251e-06,1.0141124014612289e-06,1.0254488917161932e-06,1.0530998323654561e-06,1.097289278923239e-06,1.1032687220935028e-06,1.1073571352273363e-06,1.1092170316526998e-06,1.123085022258774e-06,1.1623491297429615e-06,1.176327573855e-06,1.1642545933835047e-06,1.2139897382679377e-06,1.2496709038417003e-06,1.2614804919789625e-06,1.294238491639034e-06,1.2705416103504585e-06,1.2841384934183279e-06,1.3004725710435189e-06,1.2901766788749245e-06,1.3765063988195603e-06,1.4444395764211447e-06,1.452143026244123e-06,1.4961604196727217e-06,1.4775219598912078e-06,1.4461602873673938e-06,1.4203719285088172e-06,1.3281345382139956e-06,1.2652761268987233e-06,1.225106092149486e-06
sh85041430,ejection,2000,2.060486585252902e-06,2.0839257643068275e-06,2.103680130917847e-06,2.1089026532643078e-06,2.1535853971323327e-06,2.1881017827629643e-06,2.206964753946506e-06,2.2843603739724457e-06,2.3146661202331657e-06,2.3426777506808942e-06,2.4115533715274507e-06,2.4706350777909032e-06,2.537935282123947e-06,2.608286374796074e-06,2.6288229303999707e-06,2.664452422731163e-06,2.683011695339985e-06,2.645382699126386e-06,2.590223867594337e-06,2.468377493546357e-06,2.3453408071239164e-06,2.223372871474378e-06,2.0972965222640957e-06,2.0167525352305808e-06,1.9484214551457124e-06,1.886909988465088e-06,1.83390031935547e-06,1.7851803763677913e-06,1.7723678807785024e-06,1.7466605144951717e-06,1.6809330181205364e-06,1.6657651618355782e-06,1.6528061618667289e-06,1.6713340781473028e-06,1.6839644430768314e-06,1.6740866314684879e-06,1.6572017380178063e-06,1.667214783200984e-06,1.6469919496895394e-06,1.7691813098636272e-06,1.802595872248769e-06,1.7585972842332505e-06,1.7243378504091784e-06,1.7225125013230105e-06,1.6968054681422727e-06,1.6795698979926027e-06,1.5060365249289914e-06,1.43330140796027e-06,1.4426861589339478e-06,1.4435848081431613e-06
